Post Title,Time Posted,Post Link,Image URL,Description,Classification,Quotes 1,Quotes 2,Quotes 3,Quotes 4,Quotes 5,Quotes 6,Quotes 7,Quotes 8,Quotes 9,Quotes 10,Quotes 11,Quotes 12,Quotes 13
VERA FILES FACT CHECK: ‘ABS-CBN’ report linking Vico Sotto to Pepsi Paloma case FAKE,2022-02-22T21:25:00+00:00,https://verafiles.org/articles/vera-files-fact-check-abs-cbn-report-linking-vico-sotto-peps,https://verafiles.org/wp-content/uploads/9916/45/022222_FAKE_Vico_sin_father_WEB.png,This post is fake. Don't believe it.,FAKE,"“There was no such report from us,”",“did not come from ABS-CBN News.”,“Kasalanan ng ama ay kasalanan din ng anak (The sin of the father is also the sin of the child).”,"“Vico sotto, kasabwat sa Pepsi Paloma Case (Vico Sotto, an accomplice in the Pepsi Paloma case)?”",,,,,,,,,
VERA FILES FACT CHECK: FAKE quote of Robredo on managing traffic,2022-03-04T07:43:00+00:00,https://verafiles.org/articles/vera-files-fact-check-fake-quote-robredo-managing-traffic,https://verafiles.org/wp-content/uploads/1216/46/030222_FAKE_Pacquiao_Robredo_on_traffic_WEB_copy.png,"Contrary to the fake claim, she had in fact previously said that she would shift away from building “car-centric” infrastructure and focus instead on building bus rapid transit systems, protected bike lanes, and better railways.",FAKE,"“Napakaimportante po talaga na dagdagan po natin yung skyways natin, ma (de)congest po, mabawasan ang traffic natin.”","“Kailangan yung gobyerno magbuhos ng maraming pera para sa active transport para siguraduhin na yung mga kababayan natin merong nasasakyan sa mababang halaga para nakakakapunta sila sa trabaho, nakakauwi sila sa kanilang mga pamilya.”","“We will prioritize building a nationwide active transport infrastructure, starting with the most traffic-congested areas. Our goal is to make roads for people, not cars,”",“Sa tingin ko mas importante na lahat ng tao mayroong sasakyan para mas mabilis ang pagbiyahe.”,,,,,,,,,
VERA FILES FACT CHECK: ‘Fake vs real’ drone shot of Robredo’s Iloilo grand rally FALSE,2022-03-09T03:49:00+00:00,https://verafiles.org/articles/vera-files-fact-check-fake-vs-real-drone-shot-robredos-iloil,https://verafiles.org/wp-content/uploads/1616/46/030722_FALSE_Robredo_Iloilo_drone_shot_WEB.png,None of the photos were edited.,FAKE,,,,,,,,,,,,,
VERA FILES FACT CHECK: Marcos spox DID NOT say UniTeam slate will not attend debates due to ‘trauma’,2022-03-09T05:45:00+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-spox-did-not-say-uniteam-slate,https://verafiles.org/wp-content/uploads/9316/46/030822_FAKE_Vic_Rodriguez_UniTeam_WEB.png,"The statement is fake. No official documents, speeches, statements or legitimate news reports carry the text in the fabricated graphic.",FAKE,"“This stunt is part of the continuing ‘gutter politics’ our adversaries have employed against presidential candidate Bongbong Marcos,”",“there is no such statement coming from [him] nor the BBM-Sara UniTeam.”,"“Due to traumas experienced by two of our candidates during yesterday’s SENATORIAL DEBATE brought about by a hot-tempered and mud-slinging candidate from the left, our team, the UNITEAM, will no longer participate in any organized debate. All national candidates as well as local candidates of UNITEAM shall no longer participate in any debate starting today.”",“WALA NG (SIC) DEBATE PARA SA MGA KANDIDATO NG UNITEAM MAGMULA PRESIDENTE HANGGANG KONSEHAL (No debate for the candidates of UniTeam from the president to councilor).”,,,,,,,,,
"VERA FILES FACT CHECK: Photo of Robredo, Pangilinan with marital rope, noose FAKE",2022-03-15T15:54:00+00:00,https://verafiles.org/articles/vera-files-fact-check-photo-robredo-pangilinan-marital-rope,https://verafiles.org/wp-content/uploads/3716/47/031422_FAKE_LeniKiko_Kasal_WEB_copy.png,There were no ropes in the original.,FAKE,"“MABUHAY ANG BAGONG KASAL (Long-live the newly-weds),”",,,,,,,,,,,,
VERA FILES FACT CHECK: Pro-Uniteam pages spread FAKE photo of Leni-Kiko Pasig rally,2022-03-24T07:10:00+00:00,https://verafiles.org/articles/vera-files-fact-check-pro-uniteam-pages-spread-fake-photo-le,https://verafiles.org/wp-content/uploads/7816/48/032222_FAKE_Leni_rally_altered_WEB.png,All three posts flagged by VERA Files Fact Check ridiculed the rally.,FAKE,“making a fool out of the people;”,“Ay grabe na to! Pink na pink na talaga pati mga gusali (This is on another level! Even the buildings are pink).”,,,,,,,,,,,
VERA FILES FACT CHECK: Kris Aquino quote on Filipinos owing democracy to Ninoy FAKE,2022-03-30T02:19:00+00:00,https://verafiles.org/articles/vera-files-fact-check-kris-aquino-quote-filipinos-owing-demo,https://verafiles.org/wp-content/uploads/2916/48/032822_FAKE_Kris_utang_ama_WEB.png,Another version of the quote card used a different image but carried the same statement.,FAKE,"“Try as you may, #fakenews folks- you cannot rewrite history. And the truth is you do owe this man the fact that you have FREEDOM OF SPEECH, FREEDOM OF EXPRESSION & FREEDOM OF THE PRESS TODAY- because he had the balls to actually DIE for his country.”",“UTANG NINYO SA AKING AMA ANG KALAYAAN NA TINATAMASA NINYO NGAUN (You owe my father the freedom you enjoy today).”,,,,,,,,,,,
VERA FILES FACT CHECK: Video of crowd chanting ‘BBM’ at Robredo rally in Kidapawan FAKE,2022-03-30T09:35:00+00:00,https://verafiles.org/articles/vera-files-fact-check-video-crowd-chanting-bbm-robredo-rally,https://verafiles.org/wp-content/uploads/6616/48/032922_FAKE_Fake_BBM_chant_WEB.png,The crowd was not shouting Marcos’ name but was screaming as Robredo held up the poster. The audio of a crowd chanting ‘BBM’ was just inserted into the video.,FAKE,“LENI ROBREDO Grand Rally BBM sinisigaw… (Leni Robredo grand rally shouts BBM…)”,“Shout out sa pamilya kong BBM!!! (Shout out to my family [who are supporters of] BBM!!!).”,,,,,,,,,,,
VERA FILES FACT CHECK: FAKE quote card of Robredo saying drug war must be ‘discontinued’ revived,2022-04-01T10:15:00+00:00,https://verafiles.org/articles/vera-files-fact-check-fake-quote-card-robredo-saying-drug-wa,https://verafiles.org/wp-content/uploads/1916/48/033022_FAKE_Robredo_drug_war_quote_WEB_copy.png,No official statements or news reports quoted Robredo saying this.,FAKE,"“Wala akong sinabi Ka Ely [na] ihinto…. ’Yung headline mali kasi binalikan ko yung video, binalikan ko ’yung transcript. Wala akong sinabing ihinto ’yung kampanya, ang sinabi ko i-tweak. At ’pag i-tweak, i-assess lang kung ano ’yung mali.”","“Wala akong sinabi na ‘ihinto’ ang drug war ang sabi ko ‘not to continue’ (I didn’t say ‘stop’ the drug war, I only said ‘not to continue’).”",,,,,,,,,,,
VERA FILES FACT CHECK: Pia Wurtzbach quote on negative campaigning FAKE,2022-04-01T11:06:00+00:00,https://verafiles.org/articles/vera-files-fact-check-pia-wurtzbach-quote-negative-campaigni,https://verafiles.org/wp-content/uploads/4416/48/033022_FAKE_Pia_Wurtzbach_quote_WEB_copy_1.png,CNN has published no such quote card.,FAKE,"“Let’s always be mindful of what we share. Double check our sources, triple check if needed. No to fake news!”","“Hindi po galing sa CNN yan at lalong hindi ko ako ganyan mag english (That’s not from CNN and besides, I don’t speak English like that).”","“Hello po! I did not say this. Let us not spread fake news. Don’t believe all quotes that you see online,”",,,,,,,,,,
VERA FILES FACT CHECK: FB groups spread FAKE Twitter screenshot claiming pro-Leni supporter fired employees backing rival team,2022-04-04T08:13:00+00:00,https://verafiles.org/articles/vera-files-fact-check-fb-groups-spread-fake-twitter-screensh,https://verafiles.org/wp-content/uploads/9816/49/032322_FAKE_Kakampink_helpers_fired_WEB.png,This fabricated tweet circulated after Robredo’s March 20 rally in Pasig City.,FAKE,"“I had tarpaulins and other campaign materials for LENI-KIKO. All are kept in my room for I respect my dad’s decision for the red candidate. Today, bec[ause] of #PasigLaban #PasigIsPink my dad told me ‘NAK, tara kabit tayo LENI-KIKO TARP SA ROOFTOP (My child, let’s hang the Leni-Kiko tarpaulin on the rooftop)’ I’m crying.”","“Pinalayas ko mga katulong namin kasi BBM-Sara sila. Lahat dapat ng mga homeowners sa condos and villages, palayasin ang mga katulong at drivers nila na sumusuprta kay BBM (I fired my helpers because they are for BBM-Sara. All homeowners in condos and villages should also fire their helpers and drivers who support BBM) #PasigLaban #PasigIsPink.”",,,,,,,,,,,
VERA FILES FACT CHECK: Sandro Marcos quote card on imposing taxes on OFWs is FAKE,2022-04-05T04:05:00+00:00,https://verafiles.org/articles/vera-files-fact-check-sandro-marcos-quote-card-imposing-taxe,https://verafiles.org/wp-content/uploads/2316/49/040422_FAKE_Sandro_seafarers_quote_WEB.png,"This is fake. No legitimate news organization published a report mentioning the exact statement allegedly made by Sandro Marcos, who is running for a seat in the House of Representatives.",FAKE,"“We can impose taxes to our seafarers, nurses and other sectors who are earning a lot in abroad. It is high time that they should also pay their taxes here in the Philippines and not only to their host country.”",,,,,,,,,,,,
VERA FILES FACT CHECK: Bongbong Marcos’ son did NOT say dad a cocaine user,2022-04-06T09:50:00+00:00,https://verafiles.org/articles/vera-files-fact-check-bongbong-marcos-son-did-not-say-dad-co,https://verafiles.org/wp-content/uploads/6916/49/040422-fake-vincent-marcos-bbm-cocaine-quote.jpg,A reader asked VERA Files to verify the post.,FAKE,"“I think he’s just a great guy, a great father. I’ve never seen him hurt a fly. So just for that, I would say go for it.”",“He WAS an addict but NOT anymore. He has no plans yet about his platforms but for sure he’ll figure it our (sic) soon. And I have never seen him hurt a fly when he was using cocaine.”,,,,,,,,,,,
VERA FILES FACT CHECK: FAKE coin exchange offer baits netizens into scams,2022-04-08T14:24:00+00:00,https://verafiles.org/articles/vera-files-fact-check-fake-coin-exchange-offer-baits-netizen,https://verafiles.org/wp-content/uploads/2916/49/040622_FAKE_20_peso_coin_scam_WEB_copy.png,Fake facebook (FB) posts about exchanging P20 peso coins for cash or sacks of rice are baits to a scam. They redirect users to an impostor website of the Department of Social Welfare and Development (DSWD).,FAKE,“P20.00 COINS MO BILHIN NAMIN NG P600.00 ANG ISA (We’ll buy your P20 coins for P600 each) | 100% LEGIT.”,,,,,,,,,,,,
VERA FILES FACT CHECK: Marcos Jr. DID NOT author bill to amend BSP law,2022-04-21T06:15:43+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-jr-did-not-author-bill-to-amend-bsp-law,https://verafiles.org/wp-content/uploads/2022/04/042022-FAKE-BSP-Marcos-bill_WEB-copy.jpg,"Marcos was not among those listed as authors of Senate Bill (SB) No. 1297 because he was no longer a senator when the bill was signed into law on Feb. 14, 2019. %",FAKE,,,,,,,,,,,,,
VERA FILES FACT CHECK: Robredo did NOT call Barzaga family ‘traitors’,2022-04-22T13:45:54+00:00,https://verafiles.org/articles/vera-files-fact-check-robredo-did-not-call-barzaga-family-traitors,https://verafiles.org/wp-content/uploads/2022/04/042122-fake-robredo-barzagas-quote-card.jpg,"Damariñas City councilor Kiko Barzaga posted a fake quote card which appeared as if Vice President Leni Robredo said the “Barzagas are f*cking traitors” and that she called them a “whole family of idiots who supports dynasties of murderers.” A Reddit user, not Robredo, said this.",FAKE,"“Barzagas are f*cking traitors then. Whole family of idiots who supports dynasties of murderers. While their platforms are empty, so are their brains as pointed out by Walden Bello, they are idiots,”","“comment on reddit.com by u/whydobearsbark Leni Robredo supporter,”",“whole family of idiots who supports dynasties of murderers.”,,,,,,,,,,
VERA FILES FACT CHECK: Pro-Uniteam FB pages spread FAKE photo of Robredo’s Cebu rally,2022-04-25T01:51:05+00:00,https://verafiles.org/articles/vera-files-fact-check-pro-uniteam-fb-pages-spread-fake-photo-of-robredos-cebu-rally,https://verafiles.org/wp-content/uploads/2022/04/042222-FAKE-Robredo-Cebu-fake-crowd_WEB.jpg,FB pages supporting Bongbong Marcos and Sara Duterte-Carpio published an edited image to claim that a million people gathered at Robredo’s Cebu grand rally.,FAKE,"“Record breaking 1,000,000 ang umattend sa Leni Grand rally sa Cebu. Sa dami ng tao nahirapan na huminga ang dumalo. (Record-breaking, 1,000,000 attended the Leni grand rally in Cebu. Due to the huge crowd, people were having a hard time breathing).”",,,,,,,,,,,,
VERA FILES FACT CHECK: Robredo did NOT say her election win is assured,2022-04-27T07:41:23+00:00,https://verafiles.org/articles/vera-files-fact-check-robredo-did-not-say-her-election-win-is-assured,https://verafiles.org/wp-content/uploads/2022/04/042522-fake-rappler-quote-card-leni-sigurado-ang-panalo.jpg,Robredo did not say that her win is guaranteed in any speech or published material. Her spokesperson denied that the vice president made this remark and Rappler wrote in a statement that it published no such graphic.,FAKE,"“This is fake. She never said anything even remotely similar to this ‘quote,’”","“Walang kinalaman ang Rappler sa graphic na ito at hindi sinabi ang umano’y quote na nakalagay rito (Rappler has nothing to do with this graphic, and the supposed claim never said),”","“Sigurado na ang panalo namin ni Kiko. Pag natalo kami ibig sabihin nadaya tayo, pag nadaya tayo magkakagulo.”",,,,,,,,,,
VERA FILES FACT CHECK: Ballot in New Zealand missing Robredo’s name is FAKE,2022-04-27T23:41:44+00:00,https://verafiles.org/articles/vera-files-fact-check-ballot-in-new-zealand-missing-robredos-name-is-fake,https://verafiles.org/wp-content/uploads/2022/04/042622-FAKE-New-Zealand-balota_WEB-copy-REVISED.jpg,Photo of a ballot in New Zealand was edited remove Vice President Leni Robredo's name in the official list of presidential candidates.,FAKE,"“Maniwala po kayo at ang ating mga kababayan, hindi po totoo iyan, fake news po. Nagdeklara na po ang ating embahada sa New Zealand, wala po silang natanggap kahit isa lang na reklamo mula sa mga kababayan natin,”","“The photo showing an official ballot received by an overseas voter in New Zealand has been deliberately edited to make it appear that VP Robredo’s name is missing from the list of Presidential candidates,”",“A ballot in New Zealand no name of vp leni [Robredo]”,,,,,,,,,,
VERA FILES FACT CHECK: SATIRE crowd shot of Robredo’s Pasay rally misleads netizens,2022-04-28T12:52:48+00:00,https://verafiles.org/articles/vera-files-fact-check-satire-crowd-shot-of-robredos-pasay-rally-misleads-netizens,https://verafiles.org/wp-content/uploads/2022/04/042522-SATIRE-Robredo-Pasay-fake-crowd_INFOG_REV.jpg,Netizens believed a satirical photo supposedly taken from Vice President Leni Robredo’s April 23 grand rally in Pasay City. The original publisher clarified he intended the circulating image to be a joke.,FAKE,"“Leni and Kiko are so desperate. They are doing everything to get noticed,”","“WALA NA! FINISH NA! Grabe kayo PASAY! Daog na! Daog na! (It’s done! It’s finished! You’re so great, Pasay! We won! We won!) CROWD ESTIMATE: 90000 Billion Million Thousand People!”",,,,,,,,,,,
