label,article
1,"Ang mga kasamahan ni Rappler Chief Executive Officer Maria Ressa sa industriya ng pamamahayag ay nagsasalita na at hindi lahat ay pabor sa kanya. Kamakailan lang ay nagpahayag ng opinyon laban kay Ressa si Daily Tribune journalist Ninez Cacho-Olivares. Tinawag ni Olivares na pekeng drama ang inaasta ni Ressa kaugnay sa cyber liberl case na kinahaharap nito at hindi daw dapat palabasin ni Ressa na ang pamahalaan ang nasa likod ng kinasasangkutan nitong problema. ""Another Palace move to silence you, Maria? Oh, puhleez. Spare us the false indignation! Stop saying the government resorted to legal acrobatics, as well as the 'pettiness of forcing' you to spend the night in jail... Government's way to silence Ressa? What amateurish drama Maria makes. How can this be taken as a move to silence her when Rappler is still functioning and she can write as freely as she wants and she is not being censored?"" pahayag ni Olivares. Ngayon, isa pang journalist ang nagsalita na rin laban din kay Ressa. Sa kanyang Facebook post, idinetalye ni Jogin Rey Tamayo ang kayang karanasan bilang mamamahayag. ""Sometime on August 2000, I was among 27 other Baguio journalists who went to jail for the crime of libel. We never cried persecution. We didn't take it against the government because we were sued by a private citizen- a publisher at that. But we fought on the courts, not on press conferences crying to the high heavens of shutting off press freedom. We won that case."" sabi ni Tamayo. Mas masuwerte pa nga raw si Ressa dahil hindi ito pinosasan at nakapalibot ang mga reporters habang inaaresto ito. ""You are lucky Maria you were not even handcuffed and had reporters around you when you were arrested-it certainly became a circus when they came to arrest you. C'mon Maria Ressa, libel suits come with the territory. Yet here you are getting all the attention on print, on air and online,"" banat ni Tamayo. Para kay Tamayo, pinalalaki lang daw ni Ressa ang isang maliit na isyu. ""(Wo)man up Maria Ressa! A journalist worth her salt would not even be making mountains out of molehills. You are a disgrace to the profession and a classic example of an irresponsible journalist,"" dagdag pa ni Tamayo. Base sa aming online research, Si Tamayo ay nagsulat sa Baguio Midland Courier, isang provincial newspaper. Ayon sa Facebook page ng Baguio Midland Courier, naitatag ito noong April 28, 1947. Si Ressa ay nahaharap kasong cyber libel na isinampa ng businessman na si Mr. Wilfredo Keng. Si Keng ay naging laman ng artikulo ng Rappler noong 2012 kung saan naiulat na may kaugnayan umano ito sa drug smuggling at human trafficking. Source: Jogin Rey Tamayo | Daily Tribune"
0,"Tulad ng nakaraang mga taon, saan man nakatira o nagtatrabaho ang ating mga kababayan, magsisiuwi sila sa kani-kanilang lalawigan para sa Christmas holidays. Magiging maluwag sa karaniwang masikip na trapiko ang Metro Manila sapagkat karamihan sa mga residente nito ang magsisiuwi sa pamamagitan ng bus, kotse, barko o eroplano, upang makaping ang kani-kanilang mga mahal sa buhay sa mga probinsiya. Nagsimula na ang exodus noong nakaraang linggo sa ilalim ng pagbabantay ng Philippine Coast Guard sa mga daungan upang matiyak na sinusunod ng mga barko ang lahat ng panuntunan sa seguridad, partikular na ang mga pamantayan laban sa overloading. Sa mga terminal ng bus sa bansa na dinadagsa ng mga pasahero, nag-organisa ang pamahalaan at pribadong grupo ng aid projects upang matiyak ang ligtas na paglalakbay sa mga highway. Ito ay isang tradisyon ng mga Pilipino na nagaganap din sa mga pista opisyal sa Santa Semana. Bahagi ito ng ating kultura bilang isang bansa na nagnanais maibahagi ang makahulugang mga selebrasyon sa ating mga mahal sa buhay. Ang matibay na tradisyong pampamilya ay nakaiimpluwensiya sa bawat aspeto ng ating buhay, kabilang ang pulitika, negosyo, at buhay-panlipunan. Sa loob ng maraming taon, ang ating mga sistema ng parehong highway at inter-island travel ay humusay na. Ang pagbiyahe sa Baguio at sa buong Northern Luzon, halimbawa, ay karaniwang gumugugol ng mula walo hanggang sampung oras; ngunit ngayon nabawasan na ito ng kalahati dahil sa lumalawak na network ng mga expressway. Posible na ngayon ang mga isla sa Visayas at kahit na sa Mindanao sa pamamagitan ng bus dahil sa roll-on, roll-on (RORO) na sistema ng transportasyon na nakatutulong pag-isahin ang buong kapuluan na magkakahiwalay ang mga isla."
0,"NAKASAMA kami sa pa-dinner ng negosyanteng si Nino Lim para sa Atayde family sa pangunguna nina Papa Art, Sylvia Sanchez, Arjo at Ria at best friend Rohn Romulo sa Lawry's Prime Rib sa Beverly Hills, California nitong nakaraang Lunes. Si Nino ang napangasawa ng aktres na si Krista Ranillo at may tatlong anak na sila sa loob ng limang taong pagsasama sa US."
0,"Kabuuang 25 koponan mula sa iba't ibang subdibisyon sa Salawag ang sasabak sa liga na tatampukan ng mga nanay na nahihilig sa larong basketball. Pag-aagawan nila ang unang korona ng kakaibang torneo na suportado ni PSC Commissioner Gillian Akiko Thomson Guevarra. ""We wanted all women, especially our nanay to be involved in sports and physical activities for them to have a healthy condition and be away from any kind of sickness,"" sinabi ni PSC Games chief Atty. Jay Alano. Sisimulan ang torneo, sa pakikipagtulungan ni Salawag Barangay Chairman Eric Paredes, sa Abril kung saan ay isasagawa ang mga laro sa iba't ibang kasaling subdibisyon upang mahimok ang mga nanay at iba pang kababaihan na magpartisipa sa sports. ""Alam naman natin na ang mga nanay ay lagi na lamang nasasabak sa gawaing bahay at hindi na nila naaasikaso ang kanilang pisikal na kondisyon kung kaya ini-encourage natin ang mga ganitong aktibidad para mabigyan natin sila kahit kaunting pagpapakondisyon na maalagaan ang kanilang kalusugan,"" giit ni Alano."
1,"""This could indicate the truth that some people are helping them in the New People's Army,"" Nakumpiska ng mga sundalo ang ilang campaign materials ng partylist groups na Bayan Muna at Kabataan sa hinihinalang kuta ng New People's Army (NPA) sa bayan ng Rizal sa Palawan. Ayon sa kasundaluhan, ito daw ay katunayan na ang mga naturang partylist groups ay konektado sa mga rebeldeng komunista. Maliban sa mga campaign paraphernalia, nakumpiska din ng mga military intelligence operatives ang ilang bala, sniper rifle at silncer para sa M14 na rifl, ayon kay spokesman of the Armed Forces of the Philippines (AFP) Brig. Gen. Edgard Arevalo. Magugunitang sinabi na dati ni Pangulong Rodrigo Duterte na ang ilang partylist groups at front legal organization ng NPA. Ganito din ang opinyon ng militar. Basahin ang ilang reaksyon mula sa mga kababayan natin tungkol sa balitang ito. ""Hmmnnn... A home-made .50 caliber flimsy rifle from BAYAN MUNA and Kabataan Partylist. They are a threat to our National Security,"" sabi ni O. Gent. ""What's this!? Biting the hand that feeds you! Pera ng taong-bayan ang tinatanggap niyo yet ito rin ang paraan para isulong ang idelohiya na matagal ng isinusuka ng isang demokratikong bansa... ang Pilipinas. And lastly, yung pinuno niyo at founding chairman,anduuun sa malayo!!!!! Kailan kayo magigising sa realidad?"" sabi ni E. Maddara. ""hay salamat lumabas din ang totoo, kaya lagi nalang sila nasa kalsada kahit sinong maupong presidente. dapat talaga inaabolish na partylist eh,"" sabi ni J. Romero Jr. Source: Manila Bulletin"
1,"Nabiyayaan ni Pangulong Rodrigo Duterte ng bahay at lupa ang valedictorian ng Philippine Military Academy (PMA) Mabalasik Class of 2019 na si Cadet First Class Dione Mae Umalla sa graduation rites na ginawa ngayong araw sa Fort Del Piar sa Baguio City. Ang certificate ng bahay at lupa ay personalan na ibinigay ng Pangulo. Si Umalla ay nagmula sa Ilocos Sur at ikalimang babaeng nag top sa PMA graduating class mula noong 1999. Nakatanggap din si Umalla ng labing-tatlong awars at ng presidential saber. Madalas binigbigya ni Pangulong Duterte ang mga valedictorian ng PMA at ng Philippine National Police Academy (PNPA) ng house and lot. Sa talumpati ng Pangulo, sinabi nito sa mga bagong graduates magsilbi ng mabuti sa bayan at ialay ang buhay kung kakailanganin. ""Serve your country well. Die for your country if it needs be... Remember the young Filipinos yet to come, the children and those who are now studying. Huwag mong kalimutan ninyo 'yan. And if you think that the country is not run the way it is and if it will destroy your country, you should know what to do,"" Panoorin ang talumpati ng ating Presidente para sa mga nagtapos sa PMA. Source: Inq | Manla Bulletin | Presidential Communications via ABS-CBN"
1,"""Death where is your sting? Grace where is your victory? No weapon formed against us will prosper. The gates of hell won't stand,"" Sa isang homily sa Mass of Holy Chrism nito lamang ika-19 Abril 2019, sinabi ni Archbishop of Lingayen-Dagupan Socrates Villegas na dapat daw magkaroon at kumprontahion ng may banal na galit ang isyu tungkol sa libo-libong namatay sa ngalan ng hindi totoong drug free society. We must confront with holy anger the more than thirty thousand senseless murders of the poor in the name of a false drug-free society,"" boladas ni Villegas./ Wala namang binanggit na politiko si Villegas sa kanyang homily pero alam siguro ng lahat na si Presidente Rodrigo Duterte ang may direktiba sa paglulunsod ng kampanya laban sa iligal na droga. Nito lang mga nakalipas na buwan ay may lumabas na survey kung saan sinabi umano ng 66% ng ating mga kababayan na nabawasan ang mga durugista sa kanilang lugar. Kung kayo ang tatanungin, makikinig at tatalima ba kayo sa mga pinangsasabi ni Villegas? Source: Leila De Lima FB | PTV"
0,"Nagsimula nang mag-taping si Dingdong ng Pari 'Koy, ang kanyang bagong inspirational drama series sa GMA-7. First time siyang gaganap bilang pari. Enjoy siya sa taping dahil second time siyang ididirek ni Maryo J. delos Reyes, after ng Pahiram ng Sandali. Makakasama niya sa Pari 'Koy sina Gabby Eigenmann, Sunshine Dizon, Luz Valdez, Chanda Romero, Raymond Bagatsing, JC Tiuseco, Raf Fernanadez, Jeric Gonzales, Hiro Peralta, Diego Castro, Dexter Doria at Jillian Ward at sa March 9 ang premiere telecast nila, bilang kapalit ng matatapos nang More Than Words. Last Monday, nag-judge si Dingdong, as Commissioner of the National Youth Commission, with Sen. Bam Aquino ng Ten Accomplished Youth Organizations (TAYO) Year XII na ginanap sa Senado at Tuesday, ang awarding ng winners na ginanap sa Malacanang. Sunud-sunod naman ang pictorial ni Marian sa mga bago niyang endorsements. Sa Saturday, ilo-launch na siya ng Bench sa kanyang Inner Beauty Scent. Sa March 3 naman ang launch niya as the cover of The New Hair Asia magazine ni Elvie Alvaran. Natapos na rin niya ang pictorial ng isa pa niyang bagong endorsement na malapit na rin ang launch. At basta may free time, sa halip na once a week lamang siya ""Juan For All All For Juan"" segment ng Eat Bulaga, sinosorpresa niya sina Jose Manalo, Wally Bayola at Paulo Ballesteros kung sa lugar na sinusugod ng mga ito. Nag-taping na rin si Marian ng isang episode para sa Holy Week presentation ng Eat Bulaga. Pinaghahandaan na ring mabuti ni Marian ang bago niyang drama series na The Richman's Daughter (tentative title) na ang story ay tungkol sa family traditions and values. Gaganap siya bilang si Jade, isang magandang babaeng mai-in love sa isa ring wonderful woman. Ayon sa head writer ng soap na si Suzette Doctolero, hindi ito tulad ng My Husband's Lover na una niyang ginawa. Pero ididirek din ito ni Dominic Zapata at makakasama ni Marian sina Luis Alandy, Mike Tan, TJ Trinidad, Glaiza de Castro, Katrina Halili, Glydel Mercado, Al Tantay at si Ms. Gloria Romero. Sa susunod na buwan na magsisimula ang taping nila nito at after Holy Week naman ang airing. Samantala sina Marian at Dingdong ang first guests sa season six ng The Tim Yap Show at maraming kilig moments sa mag-asawa sa mga tanong ni Tim. After the wedding and honeymoon na ang questions like ano ang feeling ngayong mag-asawa na sila? ""Nagugulat pa ako kapag tinatawag akong Mrs. Dantes,"" sagot ni Marian. ""At napapangiti ako sa realization na kasal na nga pala ako kay Dingdong."" ""Napapatigil naman ako kapag nagpi-fill up ako ng document na pagdating sa civil status, napapangiti ako dahil hindi na nga pala ako single,"" natatawang sagot ni Dingdong. Nakumusta ni Tim ang ama ni Marian na na-meet niya una sa wedding then sa Boracay. ""Promise ni Papa, babalik siya muli sa Pilipinas kapag nalamang preggy na ako. Kung sakali, sa akin unang magkakaapo sina Papa at Mama,"" sabi ng Primetime Queen ng GMA-7. May pangalan na ba silang nakahanda para sa magiging anak nila? ""Since Jose Sixto III ako, hindi pa namin alam kung magiging Jose Sixto IV if boy ang magiging anak namin pero kapag girl, laging magkakaroon iyon ng Maria."" Simple lang ang wishes ng mag-asawa. Si Dingdong, ayaw niyang mawawalan ng charge ang cellphone niya kaya lagi siyang may dalang powerbank para lagi niyang nakakausap ang esposa. Gusto ni Marian na laging malinis ang kanilang room hanggang banyo kaya siya ang laging naglilinis nito. Hindi siya nagbubukas ng ilaw habang natutulog pa si Dingdong."
0,"IDINAAN sa malakas na tawa ng bida ng MMFF entry na Kubot: The Aswang Chronicles 2 na si Dingdong Dantes nang hingan siya ng reaksiyon tungkol sa pagkakapasok diumano niya sa latest survey ng possible senatoriables sa 2016 elections. ""Talaga? Tumawa lang talaga ako,"" patanong na winika ng Kapuso Primetime King. ""If you ask me right now, I really don't have any plans. Sa ngayon po talaga ang concentration ko is to build my family."
0,"Ayon kay Porferio De Peralta, researcher ng Phivolcs-Ilocos Sur, naramdaman ang lindol dakong 10:37 ng gabi nitong Sabado at ang epicenter ay nasa 48 kilometro, hilaga-kanluran ng Luna, La Union, at may lalim na 64 kilometro. Naramdaman ang intensity 3 sa San Fernando City, La Union at sa Baguio City."
0,"""We are alarmed with the latest development of lung cancer already overtaking breast cancer as the leading cause of cancer death among women in the United States,"" pahayag ni Emer Rojas, pangulo ng New Vois Association of the Philippines (NVAP). Isinusulong ng grupo ang pinag-ibayong pagpapatupad ng Graphic Health Warning sa mga pakete ng sigarilyo sa bansa. Inahayag kamakailan ng American Cancer Society at International Agency for Research on Cancer na ang lung cancer ang itinuturing na pangunahing dahilan sa pagkamatay ng mga babaeng nagkakasakit ng cancer. Naniniwala ang mga researcher na malaki ang papel ng paninigarilyo sa pagdami ng namamatay sa lung cancer, ayon kay Rojas. Sinabi rin ng Philippine Cancer Society na aabot sa 3,000 Pinoy ang namamatay kada taon dahil sa lung cancer, na karaniwang nagmumula sa second-hand smoke. Mula sa tinatayang 24 na milyong Pinoy na nakalalanghap ng tobacco kada araw, 66.7 porsiyento sa mga ito ay nakasisinghot ng second-hand smoke sa trabaho habang 75.7 porsiyento ay sa mga lugar na hindi ipinagbabawal ang paninigarilyo. Aabot din sa 55 porsiyento ng edad 13-15 ang nakasisinghot ng second-hand smoke sa bahay habang 65 porsiyento sa mga ito ay sa mga pampublikong lugar. Samantala, sinabi ng Department of Health (DoH) na tumaas din ang bilang ng mga Pinay na naninigarilyo sa bansa noong 2012."
0,"Sinabi ni Senior Insp. Rey Sumagaysay, naganap ang pagsabog sa Abanilla St, Barangay Lapuz, Iloilo City makaraang matagpuan ng tatlong estudyante ng Grade 7 ng Jalandoni Memorial National High School ang IED. Ayon pa kay Sumagaysay, natagpuan ng mga biktima ang bomba at pinakialaman itong buhatin hanggang sa mabitawan dahilan upang ito ay sumabog. Sa takot napatakbo ang mga biktima palabas ng gym at nagtamo sila ng minor injuries sa katawan."
0,"Umani ng palakpakan at tawanan mula sa audience at maging sa tatlong judges na sina Gary Valenciano, Jed Madela at Sharon Cuneta ang performance ni Melai with matching nunal sa pisngi maging ang buhok ng aktres. ""Noong pumasok ka, sabi ko kay Jed, 'Si Ate Guy ba 'to, o si Maria Leonora Teresa?' Ang galing ng pagkaka-interpret mo, pero siyempre 'pag si Ate Guy, talagang ano siya, hindi siya comedy. Pero 'yun naman ang naging tatak ni Melai,"" sabi ni Sharon. ""Alam natin na sobrang hirap i-impersonate si Ate Guy, kasi iconic eh, iconic 'yung kanyang mukha, 'yung kanyang boses, 'tapos huli ka pa, di ba, so sobrang hirap,"" sabi naman ni Jed. ""Sobra akong bilib sa 'yo, you took the challenge, at napasaya mo kaming lahat."" Bilib din si Gary V. sa ginawa ni Melai. ""Kung ang mga ibang artist, eh, ginaya nila, at talagang kamukhang-kamukha nila 'yung artist na in-impersonate nila, ikaw, alam mo 'yung mga caricature?"" pabirong sabi ni Mr. Pure Energy. ""Pero grabe 'yung ginawa mo kanina, kaya challenge din ngayon sa iba kasi ikaw, caricature na maganda 'yung pagka-emote. Kung isa ako sa nanonood ngayon, kunyari may listahan na sila, ito 'yung ranggo, pero paglabas mo, parang malilito sila."" Kasama sa celebrity performers sina Karla Estrada na ginaya si Sharon Cuneta; Nyoy Volante bilang Michael Jackson; Jay-R na si Pepe Smith naman ang ginaya; Tutti Caringal as Freddie Aguilar; Maxene Magalona bilang si Taylor Swift; Edgar Allan Guzman na kopyang-kopya ang impersonation kay Usher; at si Jolina Magdangal as Lady Gaga."
